ret,vol,sharpe,weights
0.0949971089717789,0.14646361638001523,0.6486055125479009,"[0.0604891  0.15354256 0.11821872 0.09668473 0.02519737 0.02519348
 0.00938064 0.13988945 0.09708147 0.11435536 0.00332444 0.15664269]"
0.09044701635523865,0.10419058079798973,0.8680920642011024,"[0.19040154 0.04856754 0.04158816 0.04194944 0.06958821 0.12002561
 0.09879719 0.06661177 0.13994686 0.03190592 0.06682117 0.0837966 ]"
0.09803526948966365,0.09649347551649592,1.015978219925389,"[0.07403668 0.1274625  0.03241429 0.08347888 0.09617034 0.00754058
 0.09862654 0.02768224 0.01056023 0.15403849 0.15675706 0.13123217]"
0.045033035217681296,0.1172127661304094,0.38419906554869737,"[0.06292793 0.02017737 0.14135069 0.09092788 0.02521099 0.10229497
 0.00710407 0.18784985 0.05345946 0.13686563 0.06439411 0.10743705]"
0.04563539662981618,0.12731216688374156,0.3584527523711802,"[0.08429842 0.0285031  0.14950231 0.11951937 0.14486333 0.13797533
 0.09219147 0.14214574 0.01364485 0.03021901 0.00697369 0.05016337]"
0.05468636320798562,0.10873982742576042,0.5029101526330952,"[0.06885743 0.04807175 0.14681779 0.06320184 0.0497699  0.09614315
 0.02496591 0.14211591 0.01320727 0.17483528 0.13680962 0.03520415]"
0.08957965338448315,0.14193197861142398,0.6311449629665978,"[0.00101187 0.14942427 0.12952378 0.13358249 0.14132675 0.01356786
 0.06568487 0.02123172 0.15815414 0.11421248 0.0606334  0.01164636]"
0.04709006917213751,0.10415197817556418,0.4521284184613369,"[0.04585123 0.04794502 0.10757312 0.09400146 0.13081063 0.06962336
 0.01763297 0.1051608  0.11217013 0.0827547  0.11367138 0.07280521]"
0.10354973159707226,0.08686645750143264,1.1920565725310541,"[0.1067424  0.08730416 0.0051906  0.0220315  0.00641786 0.12995544
 0.0641917  0.10385048 0.18532569 0.05090564 0.08380047 0.15428405]"
0.06070972785355401,0.06852250474821264,0.8859823218172359,"[0.03562959 0.0119877  0.04512154 0.02510618 0.14477717 0.12584454
 0.0986368  0.1357082  0.12515183 0.02905362 0.13899375 0.08398907]"
0.12840686234831072,0.11330013835051793,1.1333336765314175,"[0.14360636 0.15937331 0.05655815 0.01957316 0.04053915 0.07596277
 0.14548709 0.15308427 0.00123646 0.09083838 0.07423816 0.03950273]"
0.06414464985595503,0.10506047641706881,0.6105497713651493,"[0.0190469  0.05364786 0.14983062 0.05135772 0.08243708 0.11171141
 0.05778162 0.15441851 0.15293519 0.04000881 0.07901398 0.04781029]"
