ret,vol,sharpe,weights
0.038538068352860735,0.11742787398153692,0.32818501303123343,"[ 0.06568715 -0.01828454  0.08565251  0.20141058 -0.03096523 -0.03096306
  0.2088404   0.10148814 -0.06208487  0.07174996 -0.06128391 -0.06158967]"
-0.07004323803009228,0.10315645900289001,-0.6790000229469874,"[ 0.02146282 -0.169714   -0.15300566 -0.04987668 -0.08984132  0.02787473
 -0.0805446  -0.1252758   0.13000768 -0.02002707  0.00598997 -0.12637967]"
-0.047351473545031,0.06899125043101981,-0.6863402713997028,"[-0.06298604  0.01283394 -0.13317198  0.04346892 -0.06949495 -0.03374948
 -0.06961851  0.21431185 -0.00156165 -0.12237902  0.09516989 -0.14125376]"
-0.1071423796027331,0.11203483143345362,-0.9563309752143775,"[ 0.02390757 -0.22431364 -0.15203081  0.02253372  0.08452858  0.01961567
 -0.01323768 -0.03446583 -0.16923902 -0.08239697 -0.05272702  0.12100349]"
-0.03243218169837817,0.0715639899380221,-0.4531913568048123,"[ 0.0403216  -0.20688246  0.03802936 -0.04518716 -0.07943284  0.07177664
  0.12098177  0.10928028 -0.09847727 -0.03628427  0.03887183  0.11447452]"
0.011863872921401777,0.09725034333939123,0.12199312119648135,"[-0.0525533  -0.0203621  -0.12133698 -0.13119362  0.08911354  0.14874524
 -0.00789769  0.11006219  0.03966233 -0.07075333  0.03963596  0.16868373]"
0.03626664242057846,0.07384810835480683,0.4910977847439722,"[-0.00355401  0.15521565 -0.25988374  0.08153431  0.00863524 -0.0296621
  0.00910285 -0.19717065 -0.02179187  0.03542625  0.14660993 -0.0514134 ]"
-0.058849624718155503,0.039586973363851266,-1.4865906564075413,"[-0.10710663 -0.06647116  0.12126953  0.04355189 -0.07018093  0.06799602
  0.01286052  0.12832297 -0.09300574 -0.04340763 -0.05194523 -0.19388175]"
0.008338222682379177,0.07027674537344876,0.1186483898488765,"[ 0.04624001  0.04076451  0.00079848 -0.03663143 -0.22101409 -0.06568494
 -0.05351583 -0.12527783 -0.02518521  0.06309367  0.29453319  0.02726081]"
-0.012590018410373334,0.09749610050563245,-0.12913355862520876,"[ 0.03068704 -0.0088702  -0.2286209  -0.00315912  0.00717641  0.29349441
 -0.02291974  0.03592926 -0.00413589 -0.13924757  0.13616693  0.08959255]"
-0.03227977287166305,0.04835772462338513,-0.6675205072831941,"[ 0.07151176 -0.08221146  0.12681698 -0.12673171  0.05305371  0.19802403
 -0.08954758 -0.05119508  0.00900879 -0.04551577 -0.14018481  0.00619831]"
0.03203245487852695,0.059711677115439614,0.5364521049475653,"[-0.1013487   0.04518291 -0.08771733  0.14787093 -0.074726   -0.03072616
  0.07761331 -0.11743016  0.02170073  0.12470748 -0.15336135  0.01761493]"
0.05875502834677736,0.09825899803245694,0.597960792632644,"[ 0.0374758   0.11274097 -0.17837164 -0.19041342  0.07526539  0.04282599
  0.03612175  0.04995877 -0.09806141  0.03349161  0.04226184 -0.10301141]"
0.07704446107667959,0.0521275835774513,1.4779979386960596,"[ 0.15517708  0.03940884 -0.0990811   0.05460578 -0.08106459  0.06546208
  0.09636077 -0.06825642  0.08012431  0.03433112  0.06837101  0.15775689]"
0.03559108211624091,0.07372114346043543,0.4827798436867964,"[-0.02827724 -0.08685659 -0.10250296 -0.09400969 -0.0088848   0.03931256
  0.03188439  0.09532025  0.00149827  0.16749762 -0.03049766  0.31345798]"
-0.04573326447379503,0.062359475307685486,-0.7333811621753437,"[ 0.0764475  -0.10473226 -0.13084758  0.05895115 -0.02730392  0.08724054
  0.0578228  -0.00889864 -0.10346595 -0.18509243 -0.05455767  0.10463955]"
-0.03747274418567123,0.05530476160572537,-0.6775681351421268,"[ 0.02927771 -0.17035703  0.0236828   0.05269285 -0.1208691   0.02102219
  0.00796015 -0.15630325  0.04892807  0.0766883   0.14810922  0.14410934]"
0.00258290457265674,0.05003149338141162,0.05162557417517295,"[-0.11387408 -0.07751785  0.04257129  0.04246803  0.04257232  0.3184554
  0.04718812  0.0938625   0.07885497  0.05384208 -0.02605922  0.06273415]"
-0.010603059294382728,0.04881087685338017,-0.21722738819531087,"[-0.07181931 -0.02200776 -0.04510525  0.00760863  0.2151032  -0.17352655
  0.06377475 -0.14987107 -0.04385703  0.10119711  0.0059736  -0.10015574]"
0.06073194152695439,0.05366573023108842,1.1316708310021752,"[-0.07495916  0.07121741 -0.07653766  0.02268345  0.00477563 -0.06828347
  0.22467136  0.06643058 -0.21222173  0.0195392  -0.0693509   0.08932945]"
0.0019831975930945794,0.06906433742134326,0.028715219274393605,"[-0.08530668 -0.01235019  0.05435667  0.09318962 -0.12919953 -0.03600561
 -0.05112296 -0.07032415  0.19003294  0.0435921  -0.13572115  0.09879837]"
0.04380612766033201,0.05822777267372469,0.7523236017595354,"[ 0.15600224  0.07589775 -0.1116907  -0.03559662  0.09313215 -0.05202163
  0.0326257   0.05694427 -0.06813977 -0.00437578 -0.23826943 -0.07530396]"
0.025262470413048608,0.04841593018139774,0.5217801314236631,"[-0.02376478 -0.11740711  0.15359775 -0.13456566 -0.04140491  0.01230171
  0.13561309 -0.13510394  0.10944505  0.00096285 -0.09235266  0.0434805 ]"
0.03461838828608038,0.039039786425799146,0.8867463543090257,"[ 0.02056594 -0.06201167  0.00721163 -0.03980884  0.01172809  0.06840832
  0.16386001 -0.12788544  0.22037527 -0.2016808  -0.01568174  0.06078225]"
0.024567095295258634,0.054454336449480285,0.45115039310139465,"[ 0.04167104 -0.09234622 -0.03086449 -0.07311195 -0.08740268  0.12599583
  0.05294533 -0.10275836  0.13341049  0.04557246  0.1205473   0.09337384]"
0.01806766306720014,0.05140758370994963,0.3514590992866146,"[-0.12155257 -0.08213734  0.10957299  0.08949641 -0.00306473  0.01720329
  0.18733943 -0.08674     0.08021893 -0.02964678 -0.03191782  0.16110972]"
0.08541349886448457,0.12403491785860363,0.6886246255417655,"[ 0.10298782  0.10150221  0.16288557  0.00262067  0.08508779 -0.03871222
  0.04044648 -0.01623805  0.01210226  0.07425819 -0.10209001  0.26106874]"
-0.09126127038672373,0.06323100254378816,-1.4432994372266088,"[-0.12257907 -0.14794388  0.14111103  0.09646083  0.07604643  0.07656131
 -0.00149222 -0.10932674  0.00923647 -0.08250936  0.11881432 -0.01791834]"
-0.021674538914158596,0.05121740790493891,-0.42318695538804324,"[-0.1100664  -0.04285149  0.05505758 -0.07516335 -0.10962949  0.03249166
  0.03266224 -0.06759249 -0.06280517  0.03094002 -0.1930781  -0.18766202]"
-0.0756862894724755,0.0674107869011844,-1.122762290008896,"[-0.11560921 -0.03434707  0.05003002  0.23740851  0.13801121 -0.02573668
 -0.00306001 -0.16132307 -0.00297906 -0.04644981  0.0519306  -0.13311474]"
0.09955891591122634,0.10797451285377659,0.9220594127250477,"[ 0.09829032  0.29008263 -0.0205837   0.07602703  0.13061506 -0.07593406
  0.04241123  0.00238321  0.01848595 -0.14629805  0.00463874  0.09425001]"
0.07077211282175636,0.08680185140092696,0.8153295313353256,"[ 0.10770375  0.07119699  0.15980901 -0.05695247  0.06474356  0.01360763
  0.16252698 -0.05999183 -0.06232408 -0.04448687 -0.15763535 -0.03902149]"
-0.0443191611293947,0.05652839628124146,-0.7840158936916752,"[-0.06999568  0.01386703  0.03151154  0.17299196  0.08763364 -0.05319329
 -0.08283815  0.04535731 -0.12173184  0.16886929  0.10875004 -0.04326025]"
0.02414345090015991,0.07287247288487853,0.3313109867741269,"[-0.19144793  0.1512993  -0.01280017  0.13832969 -0.17818208 -0.06698196
  0.000586    0.00525022 -0.05029617  0.06960535 -0.11930979 -0.01591134]"
0.06951368985734827,0.03863438046279215,1.7992702102288205,"[ 0.01296677  0.0554518   0.07670557 -0.12122613 -0.16536347  0.13772187
  0.03582041 -0.08068     0.16719999  0.01246867  0.12711745  0.00727787]"
0.01828689850849352,0.08070287981664094,0.22659536499864483,"[ 0.13979455  0.11907671 -0.01688893  0.06590827  0.04378024  0.09284359
 -0.06545732  0.04653954  0.07180013 -0.11930726 -0.08026847 -0.13833499]"
-0.026144035444967222,0.09531969111258255,-0.27427738319135314,"[-0.0272008   0.07244703  0.15168627  0.00748102  0.16443403 -0.13934267
 -0.17198291 -0.0056084   0.03877737 -0.00330104 -0.20874039 -0.00899805]"
0.010109249172510073,0.05601265965912296,0.18048150603867189,"[-0.15020793  0.0771119   0.0422133  -0.10822591 -0.05917109 -0.12196703
 -0.00721741  0.10998337 -0.11350505  0.05804029 -0.06105846 -0.09129825]"
-0.06281192472913986,0.11985010216821375,-0.5240873690785942,"[-0.01424703 -0.13780326 -0.07369741 -0.15945202  0.26152865  0.004694
 -0.09314192  0.02848331 -0.01495222 -0.02941372  0.08175301  0.10083343]"
