Date,gross_ret,net_ret,turnover,pos,gross_eq,net_eq
2000-01-03,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-04,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-05,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-06,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-07,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-10,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-11,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-12,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-13,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-14,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-18,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-19,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-20,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-21,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-24,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-25,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-26,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-27,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-28,0.0,0.0,0.0,0.0,1.0,1.0
2000-01-31,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-01,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-02,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-03,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-04,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-07,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-08,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-09,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-10,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-11,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-14,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-15,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-16,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-17,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-18,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-22,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-23,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-24,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-25,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-28,0.0,0.0,0.0,0.0,1.0,1.0
2000-02-29,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-01,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-02,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-03,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-06,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-07,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-08,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-09,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-10,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-13,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-14,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-15,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-16,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-17,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-20,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-21,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-22,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-23,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-24,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-27,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-28,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-29,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-30,0.0,0.0,0.0,0.0,1.0,1.0
2000-03-31,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-03,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-04,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-05,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-06,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-07,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-10,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-11,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-12,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-13,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-14,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-17,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-18,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-19,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-20,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-24,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-25,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-26,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-27,0.0,0.0,0.0,0.0,1.0,1.0
2000-04-28,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-01,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-02,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-03,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-04,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-05,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-08,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-09,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-10,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-11,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-12,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-15,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-16,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-17,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-18,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-19,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-22,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-23,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-24,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-25,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-26,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-30,0.0,0.0,0.0,0.0,1.0,1.0
2000-05-31,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-01,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-02,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-05,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-06,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-07,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-08,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-09,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-12,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-13,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-14,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-15,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-16,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-19,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-20,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-21,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-22,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-23,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-26,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-27,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-28,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-29,0.0,0.0,0.0,0.0,1.0,1.0
2000-06-30,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-05,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-06,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-07,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-10,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-11,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-12,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-13,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-14,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-17,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-18,0.0,0.0,0.0,0.0,1.0,1.0
2000-07-19,-0.002148571185117557,-0.002648571185117557,0.5,1.0,0.9978514288148824,0.9973514288148825
2000-07-20,0.0003544651505072993,0.0003544651505072993,0.0,1.0,0.9982051323717811,0.9977049551392059
2000-07-21,-0.0019351017493409544,-0.0019351017493409544,0.0,1.0,0.9962735038739273,0.9957742945351898
2000-07-24,-0.0022814923702593653,-0.0022814923702593653,0.0,1.0,0.9940005134761475,0.9935024430797075
2000-07-25,-0.00029767867423156446,-0.00029767867423156446,0.0,1.0,0.9937046207211104,0.9932066985896056
2000-07-26,-0.005964474640267087,-0.005964474640267087,0.0,1.0,0.9877776947109032,0.9872827424233246
2000-07-27,0.0,-0.0005,0.5,0.0,0.9877776947109032,0.9867891010521129
2000-07-28,-0.003561587560294316,-0.004061587560294316,0.5,1.0,0.9842596379610846,0.9827811707146457
2000-07-31,0.0011100870622438956,0.0011100870622438956,0.0,1.0,0.985352251851074,0.9838721433772728
2000-08-01,0.0006116433267223664,0.0006116433267223664,0.0,1.0,0.9859549359803894,0.9844739222081175
2000-08-02,0.0,-0.0005,0.5,0.0,0.9859549359803894,0.9839816852470135
2000-08-03,-0.0010949626863076636,-0.0015949626863076636,0.5,1.0,0.98487535211511,0.9824122711750344
2000-08-04,-0.0029049086421965853,-0.0029049086421965853,0.0,1.0,0.9820143791932644,0.979558453278298
2000-08-07,0.006926199935353862,0.006926199935353862,0.0,1.0,0.9888160071229493,0.9863430709740695
2000-08-08,0.0,-0.0005,0.5,0.0,0.9888160071229493,0.9858498994385825
2000-08-09,0.0,0.0,0.0,0.0,0.9888160071229493,0.9858498994385825
2000-08-10,0.0,0.0,0.0,0.0,0.9888160071229493,0.9858498994385825
2000-08-11,0.0,0.0,0.0,0.0,0.9888160071229493,0.9858498994385825
2000-08-14,0.0,0.0,0.0,0.0,0.9888160071229493,0.9858498994385825
2000-08-15,0.0,0.0,0.0,0.0,0.9888160071229493,0.9858498994385825
2000-08-16,0.0,0.0,0.0,0.0,0.9888160071229493,0.9858498994385825
2000-08-17,-0.00749052583134103,-0.00799052583134103,0.5,1.0,0.9814092552791513,0.9779724403512935
2000-08-18,-0.006999036316966818,-0.006999036316966818,0.0,1.0,0.9745403362596452,0.9711275757242821
2000-08-21,0.005112395838423803,0.005112395838423803,0.0,1.0,0.9795225722191152,0.9760923643009936
2000-08-22,0.0,-0.0005,0.5,0.0,0.9795225722191152,0.9756043181188431
2000-08-23,0.0,0.0,0.0,0.0,0.9795225722191152,0.9756043181188431
2000-08-24,0.0,0.0,0.0,0.0,0.9795225722191152,0.9756043181188431
2000-08-25,0.0004811446604517009,-1.8855339548299113e-05,0.5,1.0,0.9799938642745304,0.9755859227681601
2000-08-28,0.002245475010769373,0.002245475010769373,0.0,1.0,0.9821944160074663,0.9777765765785945
2000-08-29,0.0020967702157225947,0.0020967702157225947,0.0,1.0,0.9842538520049998,0.9798267493819958
2000-08-30,-0.00892645277603952,-0.00892645277603952,0.0,1.0,0.9754679564754422,0.971080372174937
2000-08-31,-0.0013004204478789896,-0.0013004204478789896,0.0,1.0,0.9741994379985908,0.9698175594024268
2000-09-01,0.0026626677642590337,0.0026626677642590337,0.0,1.0,0.9767934074381088,0.9723998613550598
2000-09-05,0.002082279048673909,0.002082279048673909,0.0,1.0,0.9788273638853,0.9744246692132928
2000-09-06,0.002219399086134453,0.002219399086134453,0.0,1.0,0.9809997724421905,0.9765873064336518
2000-09-07,-0.0021485454568085185,-0.0021485454568085185,0.0,1.0,0.9788920498379796,0.9744890642132369
2000-09-08,-0.004196928746884071,-0.004196928746884071,0.0,1.0,0.9747837096539184,0.9703992030461163
2000-09-11,0.006483413027945898,0.006483413027945898,0.0,1.0,0.981103635056518,0.9766907018814537
2000-09-12,-0.003309501596995195,-0.003309501596995195,0.0,1.0,0.9778566710094807,0.9734583424438067
2000-09-13,0.0038311822203800083,0.0038311822203800083,0.0,1.0,0.9816030181015323,0.977187838737658
2000-09-14,0.0017550614228163306,0.0017550614228163306,0.0,1.0,0.9833257916911223,0.9789028634162718
2000-09-15,0.0,-0.0005,0.5,0.0,0.9833257916911223,0.9784134119845637
2000-09-18,-0.0048463070646117545,-0.005346307064611755,0.5,1.0,0.9785602929600347,0.9731825134479597
2000-09-19,-0.003582161307743053,-0.003582161307743053,0.0,1.0,0.9750549321412996,0.9696964167029143
2000-09-20,-0.00385561545857845,-0.00385561545857845,0.0,1.0,0.9712954952719723,0.9659576402085464
2000-09-21,0.0,-0.0005,0.5,0.0,0.9712954952719723,0.9654746613884422
2000-09-22,0.002752123348749709,0.002252123348749709,0.5,1.0,0.9739686202830458,0.9676490294159814
2000-09-25,0.0053392501619140735,0.0053392501619140735,0.0,1.0,0.9791688823965912,0.9728155496529667
2000-09-26,-0.001499210093867211,-0.001499210093867211,0.0,1.0,0.9777009025245015,0.9713570947614559
2000-09-27,-0.0036504194669962076,-0.0036504194669962076,0.0,1.0,0.9741318841170263,0.9678112339133339
2000-09-28,0.009371002597209445,0.009371002597209445,0.0,1.0,0.9832604765331114,0.9768805954999441
2000-09-29,-0.004138605983904781,-0.004138605983904781,0.0,1.0,0.9791911488411944,0.9728376716218475
2000-10-02,0.004193976928175117,0.004193976928175117,0.0,1.0,0.9832978539277076,0.9769177303714892
