Ann_Return,Ann_Vol,Sharpe,Avg_Turnover,Total_Trades,Days_In_Market,Final_Net_Equity,MA,MinConsec,MinHold,Commission,Slippage
0.05419032154932113,0.08616617243826842,0.6125203106301661,0.060012294452128474,781,4227.0,3.5496635879307945,20,0,3,0.0005,0.0005
0.046002034025480754,0.08293206709762692,0.5423634726380578,0.04479790994313816,583,4157.0,2.92296075543413,40,0,3,0.0005,0.0005
